customer_id,country,age,gender,membership_tier,registration_date,total_orders,total_spend_usd,avg_order_value_usd,days_since_last_purchase,preferred_category,preferred_device,preferred_payment_method,acquisition_channel,reviews_given,avg_review_score,returns_made,wishlist_items,newsletter_subscribed,churned,orders_with_discount,avg_discount_pct,total_discount_usd,discount_ratio,recency_log,frequency_log,monetary_log,recency_final,frequency_final,monetary_final,Cluster_RFM,recency_cat,frequency_cat,monetary_cat,account_age_days,age_group,region,Cluster_LCA,prob_max_clase
C04244,United Kingdom,51,Female,Gold,2023-12-17,22,3106.85,152.99,22,Toys & Games,Tablet,Credit Card,Paid Ad,1,3.3,2,0,0,0,0.0,0.0,0.0,0.0,3.1354942159291497,3.1354942159291497,8.041686447774602,-0.33972017033148016,0.70321078854564,1.103433403301501,0,Activo,Frecuente,Gasto Alto,897,46-55,Europa,2,0.7299649410125448
C04245,Brazil,28,Female,Platinum,2022-07-25,31,800.69,24.23,18,Home & Kitchen,Desktop,Debit Card,Referral,3,3.3,1,6,1,0,1.0,20.0,6.32,0.03225806451612903,2.9444389791664403,3.4657359027997265,6.686721999477285,-0.4973002863718825,1.071461084290179,0.031025723392807236,1,Activo,Frecuente,Gasto Medio,1407,26-35,Latinoamérica,0,0.6968620245439521
C04246,United Kingdom,37,Female,Free,2022-08-18,20,429.38,23.29,0,Home & Kitchen,Desktop,UPI / Digital Wallet,Social Media,4,3.8,1,1,0,0,1.0,2.5,3.37,0.05,0.0,3.044522437723423,6.064668539366398,-2.925838984775637,0.6017687672608033,-0.46130815944447356,1,Activo,Frecuente,Gasto Bajo,1383,36-45,Europa,1,0.35688532275854135
C04248,United Kingdom,47,Other,Free,2025-05-23,19,2663.09,124.26,77,Food & Grocery,Mobile,PayPal,Social Media,7,3.9,2,2,1,0,0.0,0.0,0.0,0.0,4.356708826689592,2.995732273553991,7.887617814873405,0.667523301947035,0.5473631815969336,0.9814933882967515,0,Dormido,Frecuente,Gasto Alto,374,46-55,Europa,2,0.5116934888202719
C04249,Canada,35,Male,Silver,2022-01-25,22,624.44,31.14,94,Office Supplies,Mobile,Credit Card,Paid Ad,8,3.3,1,4,1,0,1.0,5.0,5.73,0.045454545454545456,4.553876891600541,3.1354942159291497,6.438455402044645,0.8301452068714081,0.70321078854564,-0.16546873525231173,0,Dormido,Frecuente,Gasto Medio,1588,26-35,Norteamérica,1,0.7406087873044546
C04250,Turkey,30,Female,Silver,2024-03-07,3,100.33,31.78,46,Automotive,Desktop,Credit Card,Email Campaign,0,3.6,0,1,1,0,2.0,7.0,43.519999999999996,0.6666666666666666,3.8501476017100584,1.3862943611198906,4.618382517460226,0.2497175512835,-1.2473102675748637,-1.6059937186750564,2,En Riesgo,Ocasional,Gasto Bajo,816,26-35,Otros,2,0.5205367101319642
C04251,India,20,Male,Platinum,2023-08-13,24,12740.31,466.88,11,Automotive,Mobile,Debit Card,Referral,3,3.8,0,0,1,0,1.0,8.0,24.38,0.041666666666666664,2.4849066497880004,3.2188758248682006,9.452604749585632,-0.876317156125147,0.7961890628587025,2.220126630557209,1,Activo,Frecuente,Gasto Alto,1023,18-25,Asia,0,0.8456469480970445
C04252,United States,31,Other,Gold,2024-01-15,4,115.36,31.56,3,Sports & Outdoors,Desktop,Credit Card,Organic Search,0,5.0,0,0,1,0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,4.756688833627001,-1.7824396726555212,-0.9984843863130948,-1.4965290343259483,2,Activo,Ocasional,Gasto Bajo,868,26-35,Norteamérica,2,0.5856761456656584
C04253,United States,69,Female,Silver,2026-01-16,2,152.94,76.83,17,Electronics,Mobile,UPI / Digital Wallet,Social Media,0,4.2,0,2,0,0,0.0,0.0,0.0,0.0,2.8903717578961645,1.0986122886681098,5.036562916106171,-0.5418942956548309,-1.5681026220006942,-1.2750183402001916,2,Activo,Ocasional,Gasto Bajo,136,56+,Norteamérica,2,0.7828341975672211
C04254,India,24,Female,Free,2024-02-18,15,1801.21,133.52,43,Clothing & Apparel,Tablet,Debit Card,Social Media,5,4.1,0,3,1,0,1.0,3.0,21.75,0.06666666666666667,3.784189633918261,2.772588722239781,7.496768968559263,0.1953161938827108,0.2985373003351647,0.6721499918722534,0,En Riesgo,Frecuente,Gasto Alto,834,18-25,Asia,0,0.34462037092094977
C04256,United States,53,Male,Gold,2025-08-26,38,849.6,24.78,23,Home & Kitchen,Mobile,Debit Card,Paid Ad,8,3.9,4,1,0,0,2.0,8.333333333333334,22.770000000000003,0.05263157894736842,3.1780538303479458,3.6635616461296463,6.7459419828195335,-0.3046175000650891,1.292055247242345,0.07789629997516528,0,Activo,Frecuente,Gasto Medio,279,46-55,Norteamérica,1,0.3372271122581048
C04257,United States,36,Female,Silver,2025-08-07,11,2881.04,288.82,135,Automotive,Mobile,UPI / Digital Wallet,Paid Ad,4,4.3,0,11,0,0,2.0,7.5,41.35,0.18181818181818182,4.912654885736052,2.4849066497880004,7.966253655713672,1.126061083905623,-0.02225505409066562,1.0437309471782048,0,Dormido,Frecuente,Gasto Alto,298,36-45,Norteamérica,2,0.6837668137045522
C04258,United States,27,Male,Free,2026-02-12,5,306.99,59.48,27,Jewelry & Accessories,Mobile,Credit Card,Email Campaign,1,3.8,0,1,0,0,1.0,1.4285714285714286,4.61,0.2,3.332204510175204,1.791759469228055,5.7300673149140255,-0.17747582927667852,-0.79517883804568,-0.7261335009953095,2,Activo,Ocasional,Gasto Bajo,109,26-35,Norteamérica,1,0.7129520055547982
C04259,United States,34,Male,Free,2025-04-10,27,1111.32,38.36,31,Travel & Luggage,Mobile,Credit Card,Social Media,5,4.8,3,7,1,0,0.0,0.0,0.0,0.0,3.4657359027997265,3.332204510175204,7.014203203196918,-0.06734070447534764,0.9225611216866336,0.2902158138309707,0,En Riesgo,Frecuente,Gasto Medio,417,26-35,Norteamérica,1,0.5620338877061877
C04260,Germany,54,Female,Silver,2025-10-31,12,1038.42,93.6,4,Home & Kitchen,Desktop,Credit Card,Organic Search,0,3.8,1,0,0,0,0.0,0.0,0.0,0.0,1.6094379124341003,2.5649493574615367,6.946418144259529,-1.5983934915323468,0.06700003375814713,0.23656627499704225,1,Activo,Frecuente,Gasto Medio,213,46-55,Europa,2,0.5729775491684469
C04261,Germany,40,Female,Silver,2025-04-14,3,346.03,103.81,51,Health & Wellness,Mobile,PayPal,Social Media,0,4.6,0,2,1,0,0.0,0.0,0.0,0.0,3.9512437185814275,1.3862943611198906,5.849411231541224,0.3331004414767188,-1.2473102675748637,-0.6316769025936166,2,En Riesgo,Ocasional,Gasto Bajo,413,36-45,Europa,2,0.5800751579544441
C04262,United States,33,Female,Silver,2024-10-03,38,1003.46,28.9,17,Sports & Outdoors,Tablet,Credit Card,Email Campaign,12,3.7,2,14,0,0,0.0,0.0,0.0,0.0,2.8903717578961645,3.6635616461296463,6.912205362655748,-0.5418942956548309,1.292055247242345,0.20948803704840882,1,Activo,Frecuente,Gasto Medio,606,26-35,Norteamérica,2,0.6662100012584171
C04263,United Kingdom,33,Male,Silver,2025-10-15,43,2180.05,48.55,24,Toys & Games,Tablet,PayPal,Email Campaign,3,4.2,5,5,1,0,0.0,0.0,0.0,0.0,3.2188758248682006,3.784189633918261,7.6875616912024896,-0.27094799828905625,1.4265667094358958,0.8231558586980585,0,Activo,Frecuente,Gasto Alto,229,26-35,Europa,2,0.6854959518203858
C04264,United States,45,Female,Free,2024-11-10,7,430.84,69.89,18,Electronics,Tablet,Credit Card,Paid Ad,0,4.5,0,0,1,0,0.0,0.0,0.0,0.0,2.9444389791664403,2.0794415416798357,6.068055149269695,-0.4973002863718825,-0.47438648361984964,-0.4586277743807075,2,Activo,Frecuente,Gasto Bajo,568,36-45,Norteamérica,2,0.7065358682072066
C04265,United States,33,Female,Free,2025-02-16,18,468.21,25.08,54,Electronics,Desktop,UPI / Digital Wallet,Paid Ad,4,3.8,2,0,0,0,2.0,12.0,11.29,0.1111111111111111,4.007333185232471,2.9444389791664403,6.1510504294251795,0.3793623750058859,0.49016637217253833,-0.3929398694716441,0,En Riesgo,Frecuente,Gasto Bajo,470,26-35,Norteamérica,2,0.5973876419396162
C04267,Brazil,44,Male,Free,2024-09-17,53,1139.7,21.38,28,Clothing & Apparel,Desktop,PayPal,Organic Search,17,4.4,0,7,0,0,0.0,0.0,0.0,0.0,3.367295829986474,3.9889840465642745,7.039397388033852,-0.14853292071490626,1.6549315889227163,0.3101561431452338,0,Activo,Frecuente,Gasto Medio,622,36-45,Latinoamérica,1,0.6275783649565436
C04268,Poland,49,Female,Free,2025-11-21,1,130.11,119.23,68,Electronics,Mobile,PayPal,Email Campaign,0,4.5,0,3,0,0,2.0,10.0,32.47,2.0,4.23410650459726,0.6931471805599453,4.876036665511311,0.5664023461988944,-2.020234051529878,-1.4020693371331394,2,En Riesgo,Compra Unica,Gasto Bajo,192,46-55,Otros,2,0.5763151628517027
C04269,Canada,18,Female,Free,2024-05-29,3,213.82,77.47,10,Jewelry & Accessories,Mobile,Buy Now Pay Later,Email Campaign,0,4.5,0,2,1,0,0.0,0.0,0.0,0.0,2.3978952727983707,1.3862943611198906,5.369800468169901,-0.9480831182374049,-1.2473102675748637,-1.011272298364044,2,Activo,Ocasional,Gasto Bajo,733,18-25,Norteamérica,1,0.7219410766285318
C04270,Germany,27,Male,Free,2025-04-20,11,341.85,33.39,5,Travel & Luggage,Mobile,Bank Transfer,Organic Search,1,3.8,0,7,1,0,0.0,0.0,0.0,0.0,1.791759469228055,2.4849066497880004,5.837293033730374,-1.448016812185205,-0.02225505409066562,-0.6412680386675849,1,Activo,Frecuente,Gasto Bajo,407,26-35,Europa,2,0.5427774367504841
C04271,United States,47,Male,Free,2024-12-28,58,3841.86,63.48,111,Electronics,Tablet,Credit Card,Social Media,6,4.7,1,4,1,0,2.0,11.25,8.99,0.034482758620689655,4.718498871295094,4.07753744390572,8.253972160028765,0.9659234828434371,1.753676889884526,1.2714502309329054,0,Dormido,Frecuente,Gasto Alto,520,46-55,Norteamérica,2,0.42373931999660597
C04273,South Korea,39,Female,Gold,2023-02-08,5,319.39,70.86,64,Books,Mobile,Credit Card,Email Campaign,1,4.8,0,16,0,0,1.0,5.0,6.02,0.2,4.174387269895637,1.791759469228055,5.769539003720864,0.5171466225998932,-0.79517883804568,-0.6948930191740987,2,En Riesgo,Ocasional,Gasto Bajo,1209,36-45,Asia,1,0.519053862256261
C04274,India,47,Female,Silver,2026-03-21,11,281.18,29.43,111,Food & Grocery,Mobile,Debit Card,Organic Search,1,4.7,0,1,1,0,0.0,0.0,0.0,0.0,4.718498871295094,2.4849066497880004,5.642545165185012,0.9659234828434371,-0.02225505409066562,-0.795404267213168,2,Dormido,Frecuente,Gasto Bajo,72,46-55,Asia,2,0.5071566071241361
C04275,Mexico,18,Female,Free,2026-04-01,31,2541.86,76.39,13,Electronics,Mobile,Buy Now Pay Later,Organic Search,5,4.5,0,5,1,0,3.0,5.0,17.15,0.0967741935483871,2.6390573296152584,3.4657359027997265,7.841044710819737,-0.7491754853367365,1.071461084290179,0.9446323809639744,1,Activo,Frecuente,Gasto Alto,61,18-25,Norteamérica,2,0.5591266724971753
C04276,Brazil,41,Female,Free,2025-11-18,5,102.97,21.99,3,Clothing & Apparel,Desktop,Credit Card,Organic Search,1,4.4,0,5,0,0,1.0,2.5,1.15,0.2,1.3862943611198906,1.791759469228055,4.644102395989878,-1.7824396726555212,-0.79517883804568,-1.5856373209140833,2,Activo,Ocasional,Gasto Bajo,195,36-45,Latinoamérica,1,0.6372722835559738
C04277,Australia,39,Male,Free,2025-03-08,9,411.92,41.75,35,Sports & Outdoors,Mobile,UPI / Digital Wallet,Paid Ad,3,4.6,0,26,1,0,0.0,0.0,0.0,0.0,3.58351893845611,2.302585092994046,6.023253869597389,0.029805360405227112,-0.22556060235808023,-0.4940864437581162,2,En Riesgo,Frecuente,Gasto Bajo,450,36-45,Oceanía,1,0.6598541738646603
C04278,Germany,36,Female,Silver,2025-09-25,28,3974.18,134.15,5,Food & Grocery,Mobile,Credit Card,Referral,6,3.8,1,5,0,0,1.0,10.0,14.58,0.03571428571428571,1.791759469228055,3.367295829986474,8.287825309082056,-1.448016812185205,0.9616912176506566,1.2982438321078027,1,Activo,Frecuente,Gasto Alto,249,36-45,Europa,2,0.6291552570202181
C04280,Japan,35,Male,Free,2024-03-30,15,366.8,22.28,1,Electronics,Desktop,Credit Card,Direct,5,4.3,0,15,1,0,1.0,2.5,4.26,0.06666666666666667,0.6931471805599453,2.772588722239781,5.907539312170221,-2.354139328715579,0.2985373003351647,-0.58567052939082,1,Activo,Frecuente,Gasto Bajo,793,26-35,Asia,0,0.5123949265745631
C04281,South Africa,26,Male,Free,2017-02-22,4,648.41,149.15,43,Pet Supplies,Mobile,Buy Now Pay Later,Organic Search,0,3.8,0,0,0,0,1.0,10.0,11.88,0.25,3.784189633918261,1.6094379124341003,6.476064258379874,0.1953161938827108,-0.9984843863130948,-0.1357026211545104,2,En Riesgo,Ocasional,Gasto Medio,3386,26-35,África,0,0.5448495386055333
C04282,United States,34,Female,Silver,2024-11-01,7,494.86,71.71,14,Beauty & Personal Care,Tablet,Debit Card,Email Campaign,2,4.4,0,0,0,0,2.0,7.0,25.89,0.2857142857142857,2.70805020110221,2.0794415416798357,6.2062936288181065,-0.6922709750019723,-0.47438648361984964,-0.34921678037794224,1,Activo,Frecuente,Gasto Bajo,577,26-35,Norteamérica,2,0.8329429691236448
C04283,South Korea,35,Male,Silver,2025-05-05,19,1594.62,85.73,7,Clothing & Apparel,Mobile,Credit Card,Email Campaign,5,4.3,0,0,1,0,2.0,5.833333333333333,6.05,0.10526315789473684,2.0794415416798357,2.995732273553991,7.3750176544224875,-1.2107400165954636,0.5473631815969336,0.575788021280827,1,Activo,Frecuente,Gasto Alto,392,26-35,Asia,2,0.37619790676282766
C04284,United States,51,Female,Gold,2021-08-09,36,2845.27,71.36,20,Automotive,Mobile,PayPal,Organic Search,11,3.8,1,1,0,0,0.0,0.0,0.0,0.0,3.044522437723423,3.6109179126442243,7.953764644142897,-0.41475262486641995,1.23335257221422,1.0338463247884453,0,Activo,Frecuente,Gasto Alto,1757,46-55,Norteamérica,2,0.5542826604866876
C04285,United States,21,Male,Free,2025-07-01,11,191.81,19.11,24,Food & Grocery,Tablet,Debit Card,Social Media,3,4.3,0,1,1,0,1.0,7.5,3.63,0.09090909090909091,3.2188758248682006,2.4849066497880004,5.261705248051305,-0.27094799828905625,-0.02225505409066562,-1.0968259410166419,2,Activo,Frecuente,Gasto Bajo,335,18-25,Norteamérica,0,0.7230310067697163
C04287,United States,39,Female,Free,2025-07-29,2,52.65,30.89,53,Sports & Outdoors,Desktop,Credit Card,Direct,0,4.5,0,4,1,0,0.0,0.0,0.0,0.0,3.9889840465642745,1.0986122886681098,3.9824814690767076,0.3642282208755437,-1.5681026220006942,-2.1092874905562486,2,En Riesgo,Ocasional,Gasto Bajo,307,36-45,Norteamérica,1,0.5754534935338037
C04289,United Kingdom,32,Male,Platinum,2025-02-19,17,1372.97,76.98,36,Health & Wellness,Mobile,UPI / Digital Wallet,Social Media,6,3.8,2,5,1,0,2.0,11.25,33.68,0.11764705882352941,3.6109179126442243,2.8903717578961645,7.225459638482793,0.052403712615344426,0.4298763754385179,0.4574180042023847,0,En Riesgo,Frecuente,Gasto Medio,467,26-35,Europa,0,0.4774288078922803
C04290,Canada,42,Male,Silver,2025-06-29,26,1289.14,54.98,23,Electronics,Desktop,Credit Card,Paid Ad,8,3.7,1,0,0,0,1.0,5.0,2.62,0.038461538461538464,3.1780538303479458,3.295836866004329,7.162506018598858,-0.3046175000650891,0.8820078049677019,0.4075923829276557,0,Activo,Frecuente,Gasto Medio,337,36-45,Norteamérica,2,0.523055095441088
C04291,Australia,36,Female,Free,2025-02-23,1,122.6,129.58,5,Home & Kitchen,Mobile,PayPal,Direct,0,4.7,0,7,1,0,2.0,5.0,34.65,2.0,1.791759469228055,0.6931471805599453,4.817050545023591,-1.448016812185205,-2.020234051529878,-1.448754819323127,2,Activo,Compra Unica,Gasto Bajo,463,36-45,Oceanía,0,0.5056595860724495
C04292,France,55,Female,Free,2026-02-01,40,1694.51,43.51,139,Electronics,Mobile,Credit Card,Organic Search,13,4.1,1,4,1,0,1.0,3.3333333333333335,3.61,0.025,4.941642422609304,3.713572066704308,7.435738859513503,1.1499696639666117,1.3478215326602891,0.6238467631575932,0,Dormido,Frecuente,Gasto Alto,120,46-55,Europa,2,0.6276093582417671
C04293,United Kingdom,43,Male,Free,2025-03-23,2,99.09,56.32,68,Books,Mobile,Bank Transfer,Organic Search,0,4.2,0,8,0,0,1.0,6.666666666666667,3.9,0.5,4.23410650459726,1.0986122886681098,4.606069781230928,0.5664023461988944,-1.5681026220006942,-1.615738825205034,2,En Riesgo,Ocasional,Gasto Bajo,435,36-45,Europa,1,0.6216281333899715
C04295,Germany,20,Female,Free,2025-06-27,23,1308.07,57.14,121,Clothing & Apparel,Mobile,Debit Card,Referral,1,4.8,1,7,0,0,0.0,0.0,0.0,0.0,4.804021044733257,3.1780538303479458,7.177072240415942,1.0364611673516666,0.7506687298643487,0.41912104566380665,0,Dormido,Frecuente,Gasto Medio,339,18-25,Europa,1,0.4204171511697301
C04296,Mexico,33,Male,Free,2023-06-15,10,1662.18,165.88,97,Health & Wellness,Mobile,Debit Card,Organic Search,2,4.3,0,2,1,0,1.0,5.0,21.19,0.1,4.584967478670572,2.3978952727983707,7.416486711459477,0.855788358042107,-0.11928085847413247,0.6086093512433389,0,Dormido,Frecuente,Gasto Alto,1082,26-35,Norteamérica,2,0.47217149534950614
C04297,Canada,31,Female,Silver,2025-09-23,5,334.42,65.05,8,Electronics,Desktop,Credit Card,Direct,1,4.5,0,2,0,0,4.0,18.333333333333332,76.27,0.8,2.1972245773362196,1.791759469228055,5.815383477903482,-1.1135939517148885,-0.79517883804568,-0.6586086972816709,2,Activo,Ocasional,Gasto Bajo,251,26-35,Norteamérica,2,0.649330613235974
C04298,India,41,Female,Gold,2026-02-28,13,2920.49,204.03,97,Books,Tablet,PayPal,Organic Search,4,4.5,1,5,1,0,2.0,10.0,6.9399999999999995,0.15384615384615385,4.584967478670572,2.6390573296152584,7.979849039089438,0.855788358042107,0.14963733773161927,1.0544912247351517,0,Dormido,Frecuente,Gasto Alto,93,36-45,Asia,1,0.4622231601190517
C04299,India,18,Male,Free,2024-11-23,2,131.78,64.11,44,Electronics,Desktop,Debit Card,Paid Ad,0,3.8,0,7,1,0,2.0,7.5,22.07,1.0,3.8066624897703196,1.0986122886681098,4.888693623291013,0.21385154152840183,-1.5681026220006942,-1.3920517911050576,2,En Riesgo,Ocasional,Gasto Bajo,555,18-25,Asia,0,0.5353392489456472
C04300,Australia,33,Female,Free,2026-03-03,17,2444.11,142.4,26,Clothing & Apparel,Mobile,Credit Card,Direct,1,4.7,0,4,1,0,1.0,10.0,34.58,0.058823529411764705,3.295836866004329,2.8903717578961645,7.801845390672014,-0.20747143518451433,0.4298763754385179,0.9136074695528714,0,Activo,Frecuente,Gasto Alto,90,26-35,Oceanía,1,0.5647019827712599
C04301,Mexico,39,Female,Free,2024-09-11,3,168.93,65.71,31,Clothing & Apparel,Mobile,Buy Now Pay Later,Organic Search,0,4.4,0,3,0,0,1.0,3.3333333333333335,6.75,0.3333333333333333,3.4657359027997265,1.3862943611198906,5.135386587546014,-0.06734070447534764,-1.2473102675748637,-1.1968028089055978,2,En Riesgo,Ocasional,Gasto Bajo,628,36-45,Norteamérica,1,0.5512473706929444
C04302,France,38,Male,Free,2025-08-14,30,2350.71,74.98,38,Travel & Luggage,Mobile,Credit Card,Email Campaign,6,4.4,0,1,0,0,1.0,5.0,20.22,0.03333333333333333,3.6635616461296463,3.4339872044851463,7.7628980020968035,0.095823645886977,1.0360583231953018,0.8827819533019248,0,En Riesgo,Frecuente,Gasto Alto,291,36-45,Europa,1,0.552037080553982
C04303,India,58,Female,Gold,2025-01-04,6,1835.32,310.58,75,Automotive,Desktop,Debit Card,Paid Ad,1,4.7,0,2,0,0,0.0,0.0,0.0,0.0,4.330733340286331,1.9459101490553132,7.515518847932358,0.6460990257482335,-0.6232864462233948,0.6869898754295941,0,En Riesgo,Frecuente,Gasto Alto,513,56+,Asia,2,0.7372646117114704
C04304,India,51,Male,Free,2025-04-05,16,1317.52,86.69,67,Food & Grocery,Mobile,Credit Card,Organic Search,5,3.1,0,0,1,0,1.0,7.5,43.73,0.0625,4.219507705176107,2.833213344056216,7.184265174430667,0.554361427845565,0.36613941054983395,0.42481400512717915,0,En Riesgo,Frecuente,Gasto Medio,422,46-55,Asia,0,0.7362245855271202
C04305,Brazil,22,Male,Free,2026-02-20,8,345.27,41.87,16,Home & Kitchen,Mobile,Credit Card,Paid Ad,1,4.1,0,11,0,0,0.0,0.0,0.0,0.0,2.833213344056216,2.1972245773362196,5.847218817566255,-0.5890378842745511,-0.34304740851649596,-0.6334121227222705,2,Activo,Frecuente,Gasto Bajo,101,18-25,Latinoamérica,0,0.6039267035607089
C04306,France,26,Male,Free,2026-03-03,1,53.07,54.74,7,Sports & Outdoors,Mobile,Buy Now Pay Later,Email Campaign,0,4.0,0,3,1,0,1.0,3.3333333333333335,3.51,1.0,2.0794415416798357,0.6931471805599453,3.9902795033939134,-1.2107400165954636,-2.020234051529878,-2.103115615050237,2,Activo,Compra Unica,Gasto Bajo,90,26-35,Europa,1,0.41221104600263775
C04307,Turkey,42,Female,Free,2025-02-04,8,468.14,55.45,0,Sports & Outdoors,Desktop,Credit Card,Social Media,2,4.6,0,8,1,0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,6.150901231364478,-2.925838984775637,-0.34304740851649596,-0.3930579545965527,1,Activo,Frecuente,Gasto Bajo,482,36-45,Otros,1,0.3883626180914167
C04308,United Kingdom,41,Male,Free,2019-01-20,15,4080.52,268.58,65,Electronics,Mobile,PayPal,Social Media,5,4.6,1,0,1,0,0.0,0.0,0.0,0.0,4.189654742026425,2.772588722239781,8.31422474703866,0.5297390543530269,0.2985373003351647,1.3191380777431856,0,En Riesgo,Frecuente,Gasto Alto,2689,36-45,Europa,1,0.35662894300715803
C04309,India,39,Male,Silver,2026-03-25,2,23.9,10.5,51,Electronics,Mobile,Credit Card,Social Media,0,4.9,0,10,1,0,1.0,3.75,12.87,0.5,3.9512437185814275,1.0986122886681098,3.214867803470662,0.3331004414767188,-1.5681026220006942,-2.7168272612367526,2,En Riesgo,Ocasional,Gasto Bajo,68,36-45,Asia,0,0.3912444481409638
C04310,South Korea,36,Female,Free,2025-09-09,24,258.51,10.35,10,Sports & Outdoors,Mobile,Credit Card,Paid Ad,7,4.9,1,3,1,0,0.0,0.0,0.0,0.0,2.3978952727983707,3.2188758248682006,5.558795237508936,-0.9480831182374049,0.7961890628587025,-0.8616894496358388,1,Activo,Frecuente,Gasto Bajo,265,36-45,Asia,1,0.5028060124884891
C04311,Sweden,18,Male,Gold,2022-11-30,6,1072.34,172.73,10,Home & Kitchen,Mobile,Debit Card,Organic Search,1,4.6,0,5,0,0,0.0,0.0,0.0,0.0,2.3978952727983707,1.9459101490553132,6.978530561031179,-0.9480831182374049,-0.6232864462233948,0.2619821465423224,1,Activo,Frecuente,Gasto Medio,1279,18-25,Otros,0,0.5030149385697469
C04312,United States,18,Female,Free,2025-02-25,4,75.53,19.79,20,Home & Kitchen,Mobile,PayPal,Paid Ad,0,4.5,0,7,1,0,1.0,15.0,70.85,0.25,3.044522437723423,1.6094379124341003,4.33768282082183,-0.41475262486641995,-0.9984843863130948,-1.828157857963974,2,Activo,Ocasional,Gasto Bajo,461,18-25,Norteamérica,2,0.43163847197724464
C04313,United States,18,Male,Gold,2025-08-02,1,57.19,59.17,1,Sports & Outdoors,Mobile,Credit Card,Organic Search,0,3.9,0,3,0,0,2.0,13.333333333333334,92.95,2.0,0.6931471805599453,0.6931471805599453,4.063713518668578,-2.354139328715579,-2.020234051529878,-2.0449951218918785,2,Activo,Compra Unica,Gasto Bajo,303,18-25,Norteamérica,1,0.5511530785510849
C04315,UAE,49,Female,Platinum,2025-12-31,5,450.2,101.66,133,Books,Desktop,Credit Card,Organic Search,1,4.2,0,1,0,0,3.0,7.5,57.45,0.6,4.897839799950911,1.791759469228055,6.1119107001838495,1.1138417750987641,-0.79517883804568,-0.42391761673334866,2,Dormido,Ocasional,Gasto Bajo,152,46-55,Otros,0,0.4446807984415833
C04316,United States,57,Female,Free,2025-05-10,28,2020.5,73.61,10,Sports & Outdoors,Mobile,Credit Card,Social Media,3,4.3,1,0,0,0,0.0,0.0,0.0,0.0,2.3978952727983707,3.367295829986474,7.611595089080826,-0.9480831182374049,0.9616912176506566,0.763030910302391,1,Activo,Frecuente,Gasto Alto,387,56+,Norteamérica,2,0.47900567410492173
C04317,Canada,53,Male,Gold,2025-01-19,12,3066.15,223.78,82,Office Supplies,Mobile,PayPal,Organic Search,0,4.3,1,8,1,0,0.0,0.0,0.0,0.0,4.418840607796598,2.5649493574615367,8.02850407064573,0.7187688654947072,0.06700003375814713,1.0930000059601754,0,Dormido,Frecuente,Gasto Alto,498,46-55,Norteamérica,1,0.8457551987967088
C04318,United States,40,Male,Free,2022-10-14,14,2578.04,165.6,29,Clothing & Apparel,Tablet,PayPal,Social Media,1,3.5,0,4,1,0,1.0,20.0,6.09,0.07142857142857142,3.4011973816621555,2.70805020110221,7.855172515648621,-0.12057131894191438,0.2265708271711033,0.9558140517582043,0,Activo,Frecuente,Gasto Alto,1326,36-45,Norteamérica,1,0.5406403814569974
C04319,United States,19,Female,Free,2025-08-03,12,1180.36,115.11,100,Clothing & Apparel,Desktop,Credit Card,Email Campaign,4,4.0,1,6,1,0,0.0,0.0,0.0,0.0,4.61512051684126,2.5649493574615367,7.074421596165519,0.8806582298886922,0.06700003375814713,0.33787659723561153,0,Dormido,Frecuente,Gasto Medio,302,18-25,Norteamérica,1,0.3806166120057123
C04320,Canada,29,Male,Gold,2023-11-12,6,424.87,73.91,49,Beauty & Personal Care,Tablet,PayPal,Organic Search,1,4.1,0,2,0,0,1.0,25.0,88.72,0.16666666666666666,3.912023005428146,1.9459101490553132,6.054134135378016,0.30075165777100177,-0.6232864462233948,-0.4696457772724528,2,En Riesgo,Frecuente,Gasto Bajo,932,26-35,Norteamérica,2,0.6713629165272246
C04321,India,46,Female,Gold,2025-10-12,11,505.43,45.32,155,Pet Supplies,Tablet,PayPal,Referral,3,3.9,1,0,0,0,0.0,0.0,0.0,0.0,5.049856007249537,2.4849066497880004,6.227386110781407,1.239222958007093,-0.02225505409066562,-0.3325228075772508,0,Dormido,Frecuente,Gasto Bajo,232,46-55,Asia,0,0.4706271618985488
C04322,United States,31,Female,Free,2024-09-27,2,77.99,45.18,65,Sports & Outdoors,Mobile,Credit Card,Email Campaign,0,4.7,0,6,0,0,0.0,0.0,0.0,0.0,4.189654742026425,1.0986122886681098,4.369321262176328,0.5297390543530269,-1.5681026220006942,-1.8031171216320792,2,En Riesgo,Ocasional,Gasto Bajo,612,26-35,Norteamérica,2,0.43818252269187813
C04323,United States,37,Female,Free,2023-07-17,52,3595.18,68.09,97,Sports & Outdoors,Mobile,Cryptocurrency,Email Campaign,11,4.7,4,5,1,0,1.0,12.5,12.94,0.019230769230769232,4.584967478670572,3.970291913552122,8.187627449956123,0.855788358042107,1.6340881164494212,1.2189406786028618,0,Dormido,Frecuente,Gasto Alto,1050,36-45,Norteamérica,1,0.5076595826032241
